运行速度：流畅\n续航能力：很好\n白色的很好看，颜值高。正面屏幕很好，屏占比很大。\n畅！\n拍照效果：小米+莱卡，前置摄像头清晰，成像效果不\n错，后置摄像，也超清晰，夜景也很好，感觉拍照上升了一个\n大台阶，照片效果太棒了！运行速度：开机迅速，应用打开很\n快，切换流畅，一般的运行，手机没有明显的发热，很棒！,0
外形外观：外观很棒，正面屏幕很好，屏占比很大，支持人脸解锁，背面磨砂质感超好，单手持握，毫无压力，操作流畅！\n拍照效果：小米+莱卡，前置摄像头清晰，成像效果不错，后置摄像，也超清晰，夜景也很好，感觉拍照上升了一个大台阶，照片效果太棒了！\n运行速度：开机迅速，应用打开很快，切换流畅，一般的运行，手机没有明显的发热，很棒！\n待机时间：待机，无使用，一天只掉了16%的电量！\n屏幕音效：屏幕显示超棒，振动触感超好！,5
外形外观：白色的外观更素雅，单手持握，略大一点，2kE5屏清晰度高，色彩艳丽，触控灵敏，MiUi系统操作流畅！ \n拍照效果：小米+莱卡，?莱卡水印，前置摄像头素质高，成像效果好，后置摄像，白天清晰，夜景好，综合素质提升很多！ \n运行速度：开机迅速，应用打开很快，切换流畅。\n待机时间：大电池重度用户一天1冲，轻度用户一天足以。充电速度快，约20分钟充满。,5
外形外观：白色超级好看。\n性价比：还行 MIUI系统：很流畅 \n运行速度：很快 外观设计：一般吧，和12p没什么差别 \n拍照效果：牛的很 \n电池续航：很一般 我感觉续航是真一般,5
外形外观：时尚大方，喜欢背面的材质\n屏幕音效：屏幕颜色亮丽，显示清晰\n拍照效果：像素高，效果好\n运行速度：旗舰配置，速度飞快\n待机时间：正常使用10小时没问题、主要快充充的也迅速，20分钟就能够用很久,5
手机收到了，很不错，手机反应很快，照相清晰度也很好！\n外形外观：时尚大气上档次\n屏幕音效：屏幕清晰，音效好\n拍照效果：清晰度高，可调焦距\n运行速度：流畅，速度快\n待机时间：拿来时电量不高，充电速度快,5
外形外观：外观很漂亮，手感很好\n屏幕音效：音质清晰，无杂音\n拍照效果：拍照效果很好，完美\n运行速度：运行流畅\n待机时间：待机时间长，打游戏，看电影都可以,5
拍照效果：非常清晰，对焦很准，色彩还原逼真！\n屏幕音效：声音响亮，低音浑厚！\n外形外观：磨砂工艺，手感极佳，单手操作有点难度！\n\n运行速度：MIUI13非常流畅，智能人性化很棒！,5
外形外观：就是看上了这个外观，感觉特别不错，不像s ultra背后的大镜头那么大\n屏幕音效：屏幕大小够用，2k屏，看着舒服。声音挺好\n拍照效果：没需求，拍了两张，还不错\n运行速度：速度很快\n待机时间：比之前买的11ultra有质的变化。发热和性能都很不错，续航挺满意\n其他特色：京东特别方便。,5
外形外观：比较喜欢，特别是背部镜头的设计，没有那么突兀，线条的切割有了一种秩序感\n屏幕音效：2k屏，很舒服，音效也不错\n拍照效果：徕卡的味道还可以，绝对满足一般用户了\n运行速度：12g还是很流畅的\n待机时间：待机时间表现出色，特别是90%之前很耐用,5
外形外观：原野绿，素皮手感棒极了\n屏幕音效：双声道立体环绕音\n拍照效果：yyds，加了徕卡标立马上了档次\n运行速度：最新8＋处理平台，功耗更低了，温控把控的相当可以\n待机时间：一天一冲\n其他特色：120w澎湃快充，26分钟充满,0
从华为换过来的，好太多了，下了原神测试了下，温度真的不高，微微热，续航也是杠杠的，超级月亮?\n外形外观：漂亮\n屏幕音效：哈曼卡顿\n拍照效果：看月亮照片\n运行速度：很快\n待机时间：应该一条没问题\n其他特色：白色很漂亮，适合女生,5
外形外观：给小孩买的，他很喜欢紫色\n屏幕音效：音效非常好，声音立体感强\n拍照效果：还不错，不过人像模式下背景虚化有点飘\n运行速度：快，很快\n待机时间：还行，充电是真快，太快\n其他特色：温度控制确实不错，玩王者不热,5
外形外观：好看，最喜欢这个镜头模组的设计了\n屏幕音效：双立体声，没什么问题，很喜欢\n拍照效果：比之前的可强了太多了，回头试试录像\n运行速度：运行起来很丝滑，真的\n待机时间：回头试一下看看能挺多久，不过120w应该没有续航焦虑了,5
外形外观：白色太好看了，手感也很好，AG磨砂工艺，没的说\n屏幕音效：屏幕比不上11U那块，音效也被砍了\n拍照效果：拍照有徕卡加持就是不一样很有质感\n运行速度：12+256的，不担心卡或者没内存的问题\n待机时间：亮屏7个小时无压力,5
手机收到了，质量很好，做工精细，款式新颖时尚，非常喜欢。\n外形外观：磨砂的质感，亮晶晶的\n屏幕音效：2k和立体声，很有分量，音质很好，音质很清晰\n拍照效果：拍照很清晰，喜欢莱卡郊果才买的\n运行速度：没有人比我更了解安卓\n待机时间：轻度2天还有剩\n其他特色：性价比高，充电快,5
外形外观：素皮质感好，摄像头看着协调\n屏幕音效：显示效果很细腻，音效\n拍照效果：没有去比较\n运行速度：速度很快，数据交换时手感温度比mix4低很多\n待机时间：这个看个人使用情况，没有去测,5
外形外观：白色AG磨砂后壳，摸起来很舒服，也很好看，白色yyds\n屏幕音效：三星2KE5 120hz高刷屏，显示细腻\n拍照效果：徕卡加持，拍照风格独特，出片不错\n运行速度：12+256，不卡顿很流畅\n待机时间：轻度使用亮屏9小时无压力\n其他特色：其他特色：120W极速充电，不到半小时充满，无电量焦虑。 NFC 红外 立体双扬这些还有的配置都有,5
用了两天的小米12sPro 12+512顶配，谈谈感受。\n首先就是外观。小米12sPro正面居中打孔屏，看着比手里的药丸挖孔的手机清爽太多了。背部左上角摄像头模组纵向排布，可以说不出彩但也不平庸。手里的白色看起来真的非常清爽。至于手感，真的没的说，手机非常圆润，握在手里非常舒适。\n屏幕方面没什么可说的，三星E5 2K 120hz高刷屏，配合原彩显示，显示效果细腻，也没有想象中那么费电。是我目前用过的手机里显示效果最好的一部手机。\n性能这块，可以说小米起来了。经过了骁龙888系列以及骁龙8gen1的摆烂，这次台积电4**工艺加持下的骁龙8gen1+可谓打了一场漂亮的翻身仗。发热控制的非常非常出色。尝试了几把王者荣耀，帧率很稳的前提下温度也不高。如果小米好好打磨，相信这科处理器可以成为新一代神U。\n拍照；看我发的实拍图吧。我个人感觉，有了莱卡的buff加持，小米的拍照效果有了显著提升。虽说12sPro缺少长焦，但对我来说已经完全够用了。无论是相片解析力还是色彩还原，感觉都很不错了。随手一拍，便出大片。,5
刚收到，体验中，用后再评论意见，现在不好说,3
外形外观：非常的好看，素皮手感非常的不错。\n屏幕音效：2k屏幕很清晰\n拍照效果：拍照可以的\n运行速度：玩一般游戏毫无压力，原神就比较吃力了，贞稳不住发热。\n待机时间：待机可以\n其他特色：充电非常的快,0
黑色磨砂外表很好，不沾指纹，高端大气；后壳四角缝隙严细；系统功能强大，尤其是应用分身具备了其它品牌不具备的优势；运行流畅，充电迅速，待机时间长。京东物流快，派件到家，态度和善，京东商城售后服务一流，强烈推荐购买！\n外形外观：做工扎实\n屏幕音效：细腻、浑厚\n拍照效果：清晰、逼真\n运行速度：流畅无卡顿\n待机时间：长久\n其他特色：应用分身技高一筹,5
手机已入手和骁龙888比简直不要强的太多，发热控制的是真的好，\n外形外观：刚入手很轻很薄\n屏幕音效：屏幕显示细腻，滑动流畅\n拍照效果：绝对的一流梯队\n运行速度：和小米11pro比强了数倍，没法比\n待机时间：续航还是***的，不像某888肉眼可见的掉电,5
外形外观：很漂亮，是这个段位的效果。\n屏幕音效：这个屏幕特别细腻\n拍照效果：拍照效果很清晰，是不是屏幕的关系才清晰的呢？\n运行速度：快王者比原来那个快多了。\n待机时间：充电很快，待机也挺好的。\n其他特色： NFC，红外线啊，无线充啊，指纹，啥都有啊。\n总体来说很满意，果然是旗舰。,5
外形外观：非常好看\n屏幕音效：屏幕清晰，不愧是E5屏幕\n运行速度：超快，基本没有骁龙8，和骁龙888那么热了，台积电yyds\n其他特色：比我之前用的三星s21u轻很多，手没之前那么累了\n待机时间：有待测试，暂时待机时间感觉挺不错的！！！,5
外形外观：简约时尚，\n屏幕音效：2k超级清晰。\n拍照效果：还是很流畅的。比起之前的，\n运行速度：很顶。\n待机时间：等使用情况。\n其他特色：徕卡效果还是挺有质感的。有电影色调的感觉。,5
外形外观：外形外观：白色超级好看！ \n屏幕音效：2k屏比1080p好太多了，颜色很鲜艳生动\n拍照效果：徕卡加持的镜头，怎么拍都有徕卡味，拍照很清晰，比之前那个4800w的PPT相机好太多了\n待机时间：续航能力强，日常使用不发烫，非常nice\n运行速度：8G运存其实还是不够用的，没开后台就只剩3.8G了，还好MIUI不怎么杀后台，打游戏挂个****都没啥太大问题\n其他特色：120w充电非常快，现在用的黑鲨也是120w，20分钟左右充满电续航一整天，用了就回不去的体验，67w真不熟，无线50w也够用，希望电池能耐用一点吧，快冲还挺伤电池的,5
外形外观：两边微曲，手感不错，特别是玻璃后盖，磨砂的，盘起来很舒服\n屏幕音效：2k屏，很清晰，听歌还不错\n拍照效果：拍照速度很快，莱卡滤镜看起来很有立体感\n运行速度：比我k30pro快一些\n待机时间：才到手没测过，感觉掉电有点快\n\n后续我试过一段时间再来追评吧,5
外形外观：好看 大气\n屏幕音效：清晰 \n拍照效果：很好\n运行速度：杠杠滴\n待机时间：刚拿到 两个小时用了16%\n其他特色：手感舒适,5
外形外观：和12pro一样，除了部分硬件升级了\n屏幕音效：很好\n拍照效果：这个确实进步超级大，从MIX4换到这个\n运行速度：很好\n待机时间：常规使用一天确实没问题，对比前面几代型号升级很大,5
外形外观：外观很好看，手感很舒服\n屏幕音效：屏幕很清晰，刷新率很爽\n拍照效果：拍照很清晰，更快，对焦速度也很快\n运行速度：一点也不卡，很舒服,0
外形外观：手机外观设计很不错，刚用曲面屏不是很习惯，容易误触，习惯了还是很爽的。\n屏幕音效：属于正常水平，没什么惊喜，还行\n拍照效果：不错\n运行速度：确实挺快，手机整体温度控制的很好\n待机时间：正常使用一天问题不大，有快充支撑，没有电量焦虑\n其他特色：客服服务很好，很贴心回复每个问题，赞,5
外形外观：白色外壳非常喜欢\n屏幕音效：左右声道，音质非常舒服\n拍照效果：莱卡镜头拍照非常好看\n运行速度：会有一点点卡，都说是米13的问题\n待机时间：正常\n其他特色：无,5
外形外观：还不错，大小我喜欢大屏的，PRO我觉得很好\n屏幕音效：音效比较拉胯别有太高要求\n拍照效果：拍照比老的手机好点，但也要求别太高\n运行速度：速度挺快，毕竟8g+\n待机时间：待机时间不敢苟同啊，都说这个很长，我觉得一般。\n其他特色：打王者的时候会很热，这个是我没料到的。,5
外形外观：简洁大方，颜色好看\n\n屏幕音效：杜比音效，立体音效\n拍照效果：拍照联合徕卡，质量杠杠的，超级月亮模式很赞。如果能够支持更高倍数的变焦就更好了。\n运行速度：运行流畅\n待机时间：待机续航还不错，主要是有120w快充，半小时不到就充满电了,5
打游戏不发热，拍照ok，充电速度很快，\n外形外观：中庸，沉着，白色的比较好看\n屏幕音效：相比小米10差一点，够用\n\n拍照效果：拍照水平有提升\n运行速度：速度很快，不卡顿\n待机时间：中等使用可以用一天\n其他特色：512内存相当不错,5
外形外观：手感非常不错，拿在手上都不想带手机壳\n屏幕音效：音效的话，毕竟是由哈曼卡顿调教，非常不错，不过和小米10s的对称双扬声器还是有点差距\n拍照效果：效果还是非常不错，夜景能自动调节曝光时间，还有超级月亮的选项，对拍照小白十分友好\n运行速度：骁龙8+确实不错，日常使用稳稳的，王者120hz也能比较稳定的运行，毕竟是在夏天，发热也是有一点的，但不会大幅度掉帧\n待机时间：一晚上掉2%的电，日常使用续航也是可以的，120w快充非常快，满满的安全感,5
买来用了两三天，感觉跟之前用的华为p30 pro差不多，虽然运行内存是12G的，充电速度确实很快，先用一阵子后再来追评吧！,3
外形外观：外观与12pro差不多，素皮材质还挺好看，手感也可以，正面是水滴屏，还可以。\n屏幕音效：屏幕是真的顶，对称双扬声器也给力\n拍照效果：随手拍成像非常强，但是随口拍月亮还不太行，需要专业手法拍。\n运行速度：非常流畅，王者荣耀90帧非常流畅，没试120，可以选,5
外形外观：没有拿到东西之前，还是很担心的，拿到之后，完全不用，满满的踏实感\n屏幕音效：屏幕没有的说，显示太好了，高刷。\n拍照效果：效果真的出错，特意到了纪念馆拍了照片，效果杠杠滴。\n运行速度：新一代处理器，运行速度自然而然的快。\n待机时间：长长的\n其他特色：一开始接听电话的手机，有点声音小，立马给换了一个新的，服务特别特别好。买手机，上京东。,5
外形外观：白色很漂亮。\n屏幕音效：目前拿到手感觉很好。\n拍照效果：感觉还可以。\n运行速度：非常流畅。\n待机时间：中午拿到手51的电量，用到下午四点半还剩百分19，没打游戏。但是一直在用。,0
外形外观：是一种奶白色，不是那种亮白\n屏幕音效：2k120hz不用多说，刚刚的\n拍照效果：这真徕卡，德味很浓\n运行速度：八嘎?确实强，高通终于站起来了\n待机时间：下午六点开机66电，用到现在还有44,5
外形外观：外形外观：很漂亮，比小米10漂亮 \n屏幕音效：屏幕2K\n拍照效果：比之前的1亿像素强多了\n运行速度：快！还不热\n待机时间：一天没问题\n其他特色：客服服务态度很好,5
外形外观：外观好看\n拍照效果：拍照清晰\n运行速度：运行畅快\n待机时间：长\n其他特色：屏幕非常清晰，刷新率高，搭配上两个喇叭，看电影效果非常好,5
外形外观：和小米前几代手机比起来很有质感\n屏幕音效：评估效果非常好\n拍照效果：感觉比iPhone11pm更好\n运行速度：很流畅\n待机时间：充电速度太快了&hellip;.,5
外形外观：外观不用说了，手感很好\n屏幕音效：2k屏幕很细腻\n运行速度：快，毕竟是骁龙处理器最新版，最重要的是不烫了，比8gen1强了很多\n待机时间：刚到手看不出什么，用一段时间再看吧,5
因为一直在用小米     也需要换手机了   就还是选择小米了   新出了这个   今天发布 果断入手  手感真的超级棒\n外形外观：很顺手\n屏幕音效：很不错\n拍照效果：和相机一样 很好\n运行速度：很快\n待机时间：还没有试过\n其他特色：米家还是很好用的,5
外形外观：很喜欢这个外形  不喜欢那种摄像头特别大的\n屏幕音效：屏幕2k  还是很不错的  就是冲屏幕买的pro\n拍照效果：拍照效果确实很徕卡\n运行速度：运行速度很快  很喜欢\n待机时间：待机长充电快  是一款全方面都不错的手机  值得拥有,5
外形外观：外观很惊艳，我从11u换上来的，感觉还不错\n屏幕音效：哈曼卡顿没得说，屏幕的材质也非常不错\n拍照效果：再一次惊艳了我，莱卡果然不一样，\n运行速度：最满意的就是这次的处理器，功耗简直无敌，又有了当年骁龙835的感觉\n待机时间：待机时间慢慢12个小时没问题。,5
手机很漂亮，运行流畅。新的骁龙soc很给力，运行时温度温温的，不怎么热，续航也顶，一早出门，晚上回来还有30%多的电。拍照清晰，出片快，照片有莱卡风格（味道）。总之，很满意，按照自己的用法，用3年没问题。京东的送货也给力，按照预约的时间，准时送达，给个赞。,5
外形外观：外观很棒\n屏幕音效：很不错\n拍照效果：前后置摄像头也很清晰\n运行速度：开机速度快，切换流畅\n待机时间：不是特别耗电,0
恭喜雷总成功又拿下一名小米6钉子户，从17年八月购入米6到现在已经用了整整五年了，还是非常流畅 要不是内存不够用我肯定也不能换\n外形外观：非常漂亮 满满的科技感\n屏幕音效：哈曼卡顿的小喇叭音质上乘\n拍照效果：莱卡联名相机拍出来的效果就不用多说了\n运行速度：运行速度很快，秒响应 无延迟\n待机时间：120w快充 充满只在一顺间\n其他特色：作为小米的老用户，12spro毋庸置疑,5
外形外观：白色特别好看\n屏幕音效：2K屏看着挺舒服的\n拍照效果：像素高 非常清晰\n运行速度：流畅\n待机时间：正常使用一天没问题\n其他特色：客服态度很好,5
外形外观：小米这次真的是有了很大程度的升级，无论是硬件还是软体方面\n屏幕音效：屏幕三星的，不用怀疑，嘎嘎好，音效也很牛\n拍照效果：质的升级和飞跃\n运行速度：大内存，就是快啊。\n待机时间：非常给力\n其他特色：这是购买的第二部，非常不错。,5
外形外观：挺好看的，手感也不错\n屏幕音效：屏幕音效：屏幕分辨率很高 双扬声器够大声，音质也不错\n拍照效果：徕卡加持，很好\n运行速度：买的12g内存，很快\n待机时间：刚上手，用多几天再说,5
第一次使用小米手机，\n拍照效果：拍照效果非常清晰\n外形外观：手感很好，磨砂工艺\n屏幕音效：声音立体感很强，不错\n运行速度：运行速度很快\n待机时间：待机时间长\n其他特色：做工精细，性价比高。,5
手机效果真的非常棒了！此之前买的一加手机流畅不知道多少，发热也还适中，散热很快，不会有严重的降频发生。\n拍照效果：一流，毕竟是徕卡镜头，滤镜效果也很不错\n运行速度：比之前的火龙888强了不止一星半点\n外形外观：好看，低调但是又精致，手感很不错\n屏幕音效：E5材质屏幕非常不错！,5
外形外观：标准的旗舰机，后盖很好看\n屏幕音效：屏幕很清晰，比以前的手机好看\n拍照效果：莱卡摄影，很不错，有滤镜\n运行速度：买的最高配，很快,5
外形外观：说真的，手感特别好，很舒服，样子也很好看。\n屏幕音效：印象很不错，比我之前的强多了。\n拍照效果：加了莱卡拍照很棒。\n运行速度：新骁龙8gen＋运行速度很强。\n待机时间：不费电，充电很快。,5
外形外观：黑色好爱不释手，好漂亮\n\n屏幕音效：爱了 爱了 爱了 \n拍照效果：清晰具体\n运行速度：快，很快，\n待机时间：重度使用待一天，中度使用了到晚上还有40％的电量，绰绰有余呀,5
外形外观：延续小米十二外观还可以\n屏幕音效：一般般\n拍照效果：二十倍变焦感觉不太够\n运行速度：运行速度还可以\n待机时间：续航可以\n其他特色：价格感觉有点高超声波指纹解锁没有Ip68防水没有,0
新款真的不错，特别流畅，比之前用的好多了，反应也很灵敏，特别是音质好，配合2K的屏幕有种影院的感觉，不愧是高端机型，单手操作正好，适合我这小手，充电快，剩一半电量时候充电，不到半个小时就充满了，很满意的一次购物，拍照还没试，有时间试试看感觉应该也不错。,5
外形外观：白色真的不错，手感也很好，没的说\n拍照效果：拍照有徕卡加持就是不一样很有质感\n\n运行速度：速度没的说，真的可以\n\n待机时间：每天电话一堆，各种回消息，个人感觉很不错，对于本人来说完全够用，而且充电速度也非常快。,5
外形外观：外形很好看，拿着手感也不错！\n屏幕音效：可以支持120Hz高刷\n拍照效果：莱卡很不错！\n运行速度：骁龙8+处理器很流畅\n待机时间：一天是随便够用的\n其他特色：客服服务态度特别好！,5
外形外观：特别好看，白色yyds的好吧\n屏幕音效：沿用了小米12pro的很好\n拍照效果：特别好，联名还是有一些效果的\n运行速度：特别快yyds\n待机时间：不错,5
终于等来了新处理器了，这代处理器相当完美，手机相机也相当可以，推荐入手\n外形外观：简约漂亮\n屏幕音效：屏幕显示细腻\n拍照效果：第一梯队\n运行速度：丝滑顺畅\n待机时间：中度使用一天没问题,5
外形外观：手感和观感非常棒\n屏幕音效：杜比音效最好别开，很不习惯\n拍照效果：不错\n运行速度：新机运行速度肯定快，用久了才能知道如何\n待机时间：120w快充挺快的\n如果喜欢就直接拿下吧。,5
外形外观：轻薄细长，磨砂玻璃\n屏幕音效：2K E5 LTPO 哈曼卡顿\n拍照效果：索尼大光圈传感器\n运行速度：miui13快如闪电\n待机时间：骁龙8G1+很好,5
外形外观：外形好看?白色干净漂亮，大小合适单手操作完美！\n屏幕音效：高清流畅，音效好！\n拍照效果：莱卡相机不是吹的，照相效果就是好！\n运行速度：无卡顿死机，日常使用，玩游戏流畅\n待机时间：日常使用一天，玩游戏要充两至三次，120瓦快冲相当给力！\n其他特色：使用几天才来评价，送货速度快，使用感受很好！目前全家都在用小米手机，绝对的米粉！,5
小米12S Pro外观个12Pro 一致，换了骁龙8+能效比提升显著，很喜欢莱卡经典的拍摄画面。\n外形外观：专属的白色磨砂后盖跟讨喜\n屏幕音效：2k分辨率很细腻，对称扬声器音效通透\n拍照效果：徕卡加持的调教拍摄提升明显，普通人也能拍出专业的感觉,5
外形外观：男生使用正好\n屏幕音效：120hz的确流畅，打游戏不错\n运行速度：很快，没有卡顿\n在12sp和ultra之间犹豫好久，本身偏向于游戏，ultra打起游戏割手,0
外形外观：设计感很强 玻璃后盖摸起来手感很好 而且不沾指纹\n屏幕音效：哈曼卡顿音响效果不错\n拍照效果：与徕卡联名 还有各种滤镜\n运行速度：台积电工艺的骁龙8+终于不是火龙了,5
小米12S pro 采用骁龙8+处理器运行速度超快，徕卡光学\n镜头拍照清晰，2K超视感屏幕画面观感舒适，120Hz高刷\n120W充电快，机身散热效果也不错！通信音质很好，没有\n噪音！手机性能及外观整体都非常满意，小米是值得信任的\n品牌，一直支持小米！,5
白色真的是绝绝好看，闭眼入手不会亏\n小米感恩节24期免息，嘎嘎香\n外形外观：好看无敌，温润如玉，不沾指纹\n屏幕音效：哈曼卡顿双扬声器，立体声效果很好\n拍照效果：徕卡联名，拍照不错\n运行速度：很快，12?512基本不会感到延迟,5
外形外观：外观板正 做工精致简单大方\n屏幕音效：清晰音效好 音质好没有杂音听着舒服\n拍照效果：拍照清晰好看\n运行速度：很快 特别流畅不卡顿,5
刚收到货 就立马开机了  不愧是小米 做的非常好 好喜欢这手感\n拍照效果：拍照挺喜欢\n屏幕音效：挺好\n外形外观：手感不错\n运行速度：杠杠的\n待机时间：很好,5
外形外观：很漂亮，白色的手感很好\n屏幕音效：2k屏幕显示效果很好\n拍照效果：不错\n运行速度：没毛病\n待机时间：比小米12pro好多了,5
外形外观：手感非常好\n屏幕音效：挺好的\n拍照效果：很清晰完美\n运行速度：流畅，稳，快\n待机时间：耗电有点快,5
